book_names,author_pages,no_of_pages,no_of_ratings,avg_rating,my_rating,date_added,date_read,image_sources,image_name,name
Fakir Kene,https://www.goodreads.com/author/show/4109778.Birhan_Keskin,77,639,4.12,5.0,"September 16, 2016","Sep 16, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455712199l/29200916._SY75_.jpg,www/cover_711.png,Birhan Keskin
Şimdi Sevişme Vakti ve Diğer Şiirleri,https://www.goodreads.com/author/show/628707.Sait_Faik_Abas_yan_k,94,326,4.01,5.0,"September 14, 2016","Sep 14, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1279122691l/6856376._SY75_.jpg,www/cover_712.png,Sait Faik Abasıyanık
Ali Nizamî Beyin Alafrangalığı ve Şeyhliği,https://www.goodreads.com/author/show/4089803.Abd_lhak_inasi_Hisar,68,131,3.89,4.0,"September 13, 2016","Sep 14, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437811481l/8522516._SY75_.jpg,www/cover_713.png,Abdülhak Şinasi Hisar
Çoluk Çocuk,https://www.goodreads.com/author/show/196092.Patti_Smith,306,353683,4.21,4.0,"September 12, 2016","Sep 13, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327504523l/10751739._SY75_.jpg,www/cover_714.png,Patti Smith
Small Memories,https://www.goodreads.com/author/show/1285555.Jos_Saramago,200,4612,3.63,4.0,"September 11, 2016","Sep 11, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327480457l/9460410._SY75_.jpg,www/cover_715.png,José Saramago
Fırat Suyu Kan Akıyor Baksana,https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,318,2064,4.42,5.0,"September 09, 2016","Sep 10, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448460736l/13248160._SY75_.jpg,www/cover_716.png,Yaşar Kemal
Havada Bulut,https://www.goodreads.com/author/show/628707.Sait_Faik_Abas_yan_k,125,948,4.12,4.0,"September 09, 2016","Sep 09, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455182319l/18074375._SY75_.jpg,www/cover_717.png,Sait Faik Abasıyanık
Kozmokomik Öyküler,https://www.goodreads.com/author/show/155517.Italo_Calvino,184,49,4.0,4.0,"September 08, 2016","Sep 09, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451934791l/9446456._SY75_.jpg,www/cover_718.png,Italo Calvino
Zor Sevdalar,https://www.goodreads.com/author/show/155517.Italo_Calvino,142,12163,3.9,4.0,"September 08, 2016","Sep 08, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451935461l/18247204._SY75_.jpg,www/cover_719.png,Italo Calvino
Hayvanlar Üzerine,https://www.goodreads.com/author/show/6517.Elias_Canetti,115,167,3.52,4.0,"September 08, 2016","Sep 08, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398335970l/22008220._SX50_.jpg,www/cover_720.png,Elias Canetti
Şermin,https://www.goodreads.com/author/show/1672497.Tevfik_Fikret,96,178,3.58,3.0,"September 07, 2016","Sep 07, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473269320l/31867754._SX50_.jpg,www/cover_721.png,Tevfik Fikret
İki Güzel Günahkâr,https://www.goodreads.com/author/show/3104561.Ahmet_R_sim,94,15,2.67,2.0,"September 07, 2016","Sep 07, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456906067l/28173000._SX50_.jpg,www/cover_722.png,Ahmet Râsim
Çığlık,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,119,264,4.03,4.0,"September 06, 2016","Sep 06, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553966293l/44662666._SY75_.jpg,www/cover_723.png,Ferit Edgü
Hakkâri'de Bir Mevsim,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,198,3605,4.46,5.0,"September 05, 2016","Sep 05, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417203579l/23629505._SX50_.jpg,www/cover_724.png,Ferit Edgü
Ders Notları,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,160,25,4.32,4.0,"September 05, 2016","Sep 05, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378043180l/18403736._SY75_.jpg,www/cover_725.png,Ferit Edgü
Marcovaldo ya da Kentte Mevsimler,https://www.goodreads.com/author/show/155517.Italo_Calvino,115,16917,3.83,4.0,"September 04, 2016","Sep 04, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491436230l/18272605._SY75_.jpg,www/cover_726.png,Italo Calvino
Palomar,https://www.goodreads.com/author/show/155517.Italo_Calvino,100,10344,3.9,3.0,"September 04, 2016","Sep 04, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451908901l/17575564._SY75_.jpg,www/cover_727.png,Italo Calvino
Sapiens: Hayvanlardan Tanrılara - İnsan Türünün Kısa Bir Tarihi,https://www.goodreads.com/author/show/395812.Yuval_Noah_Harari,411,1261934,4.33,5.0,"September 01, 2016","Sep 03, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572201214l/25248507._SX50_.jpg,www/cover_728.png,Yuval Noah Harari
Sputnik Sevgilim,https://www.goodreads.com/author/show/3354.Haruki_Murakami,224,181251,3.83,4.0,"August 29, 2016","Aug 29, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468866494l/31146709._SX50_.jpg,www/cover_729.png,Haruki Murakami
Midas'ın Müritleri,https://www.goodreads.com/author/show/1240.Jack_London,114,395,4.01,5.0,"August 27, 2016","Aug 27, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469821559l/31291613._SY75_.jpg,www/cover_730.png,Jack London
Dilek Evi,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,148,220,3.28,2.0,"August 27, 2016","Aug 27, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469821403l/31291601._SY75_.jpg,www/cover_731.png,Rudyard Kipling
Americanah,https://www.goodreads.com/author/show/19992417.Chimamanda_Ngozi_Adichie,477,412689,4.31,4.0,"August 09, 2016","Aug 20, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356654499l/15796700._SX50_.jpg,www/cover_732.png,Chimamanda Ngozi Adichie
Manuscript Found in Accra,https://www.goodreads.com/author/show/566.Paulo_Coelho,190,32390,3.81,2.0,"August 07, 2016","Aug 09, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362586181l/16054811._SX50_.jpg,www/cover_733.png,Paulo Coelho
Büyülü Dağ,https://www.goodreads.com/author/show/19405.Thomas_Mann,458,61682,4.13,4.0,"July 30, 2016","Aug 05, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519218572l/15841049._SY75_.jpg,www/cover_734.png,Thomas Mann
Büyülü Dağ,https://www.goodreads.com/author/show/19405.Thomas_Mann,423,61682,4.13,4.0,"July 24, 2016","Jul 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384344232l/15841038._SX50_.jpg,www/cover_735.png,Thomas Mann
Döşeğimde Ölürken,https://www.goodreads.com/author/show/3535.William_Faulkner,244,187060,3.72,4.0,"July 23, 2016","Jul 23, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481371025l/25063659._SY75_.jpg,www/cover_736.png,William Faulkner
The Club Dumas,https://www.goodreads.com/author/show/40398.Arturo_P_rez_Reverte,362,44844,3.81,4.0,"July 15, 2016","Jul 22, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327896341l/7194._SY75_.jpg,www/cover_737.png,Arturo Pérez-Reverte
İstanbul'da İki İskandinav Seyyah,https://www.goodreads.com/author/show/18317.Knut_Hamsun,150,193,3.71,4.0,"July 13, 2016","Jul 15, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437740058l/9361837._SY75_.jpg,www/cover_738.png,Knut Hamsun
Karanlık Dükkân - 124 Rüya,https://www.goodreads.com/author/show/15923.Georges_Perec,254,415,3.39,4.0,"July 09, 2016","Jul 10, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440612515l/26170227._SX50_.jpg,www/cover_739.png,Georges Perec
Kurban,https://www.goodreads.com/author/show/24953.Leonid_Andreyev,110,12,3.5,4.0,"July 09, 2016","Jul 08, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461600431l/28868568._SY75_.jpg,www/cover_740.png,Leonid Andreyev
Koşmak,https://www.goodreads.com/author/show/195045.Jean_Echenoz,84,2778,3.8,5.0,"July 06, 2016","Jul 07, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462000103l/16137360._SY75_.jpg,www/cover_741.png,Jean Echenoz
Abélard ve Héloïse,https://www.goodreads.com/author/show/114653.Ronald_Duncan,70,401,4.34,4.0,"July 05, 2016","Jul 05, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602332014l/28461986._SY75_.jpg,www/cover_742.png,Ronald Duncan
Ravel,https://www.goodreads.com/author/show/195045.Jean_Echenoz,64,1631,3.66,4.0,"July 04, 2016","Jul 04, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453903388l/28774805._SY75_.jpg,www/cover_743.png,Jean Echenoz
Gömülü Şamdan,https://www.goodreads.com/author/show/25573.Stefan_Zweig,120,2868,3.63,4.0,"July 01, 2016","Jul 03, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606347479l/28151559._SY75_.jpg,www/cover_744.png,Stefan Zweig
Olağanüstü Bir Gece,https://www.goodreads.com/author/show/25573.Stefan_Zweig,69,20736,3.9,3.0,"July 01, 2016",Jul 2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600548433l/27839637._SY75_.jpg,www/cover_745.png,Stefan Zweig
Kaçan Ayna,https://www.goodreads.com/author/show/41608.Giovanni_Papini,104,661,4.25,4.0,"June 29, 2016","Jun 29, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464700380l/30324335._SX50_.jpg,www/cover_746.png,Giovanni Papini
Langeais Düşesi / Onüçlerin Romanı - 2,https://www.goodreads.com/author/show/228089.Honor_de_Balzac,216,1068,3.62,2.0,"June 26, 2016","Jun 26, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461138263l/29964027._SX50_.jpg,www/cover_747.png,Honoré de Balzac
Çakalların Başı Ferragus / Onüçlerin Romanı - 1,https://www.goodreads.com/author/show/228089.Honor_de_Balzac,184,756,3.49,4.0,"June 11, 2016","Jun 16, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456303220l/29292786._SX50_.jpg,www/cover_748.png,Honoré de Balzac
Lord Arthur Savile'in Suçu,https://www.goodreads.com/author/show/3565.Oscar_Wilde,132,7475,3.77,4.0,"June 08, 2016","Jun 08, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460640478l/29915108._SY75_.jpg,www/cover_749.png,Oscar Wilde
Ölümün Dostu,https://www.goodreads.com/author/show/461848.Pedro_Antonio_de_Alarc_n,128,362,3.73,4.0,"June 03, 2016","Jun 03, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460640611l/29915115._SY75_.jpg,www/cover_750.png,Pedro Antonio de Alarcón
Aşık Şeytan,https://www.goodreads.com/author/show/147624.Jacques_Cazotte,124,1895,3.39,3.0,"June 01, 2016","Jun 02, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456844611l/29382830._SY75_.jpg,www/cover_751.png,Jacques Cazotte
Soğuk Kazı,https://www.goodreads.com/author/show/4109778.Birhan_Keskin,65,431,3.95,3.0,"May 31, 2016","May 31, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450003477l/8548271._SX50_.jpg,www/cover_752.png,Birhan Keskin
Sesler Adacığı,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,136,234,3.76,5.0,"May 24, 2016","May 24, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456844456l/29382767._SY75_.jpg,www/cover_753.png,Robert Louis Stevenson
Sevimsiz Öyküler,https://www.goodreads.com/author/show/308636.L_on_Bloy,112,561,3.55,4.0,"May 24, 2016","May 24, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455018091l/28999315._SY75_.jpg,www/cover_754.png,Léon Bloy
Üstat ile Margarita,https://www.goodreads.com/author/show/3873.Mikhail_Bulgakov,491,420641,4.28,4.0,"May 17, 2016","May 22, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475114440l/15998890._SX50_.jpg,www/cover_755.png,Mikhail Bulgakov
Gömülü Dev,https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro,280,121976,3.59,2.0,"May 15, 2016","May 17, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428591182l/25327399._SY75_.jpg,www/cover_756.png,Kazuo Ishiguro
Kıskançlık,https://www.goodreads.com/author/show/63475.Yury_Olesha,176,3989,3.69,3.0,"April 20, 2016","May 03, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432733377l/25610154._SX50_.jpg,www/cover_757.png,Yury Olesha
When the Moon is Low,https://www.goodreads.com/author/show/7273667.Nadia_Hashimi,384,17124,4.12,4.0,"April 29, 2016","Apr 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421706885l/23447506._SX50_.jpg,www/cover_758.png,Nadia Hashimi
Kim Bağışlayacak Beni,https://www.goodreads.com/author/show/4109778.Birhan_Keskin,175,769,4.39,3.0,"April 16, 2016","Apr 16, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305896414l/11414227._SX50_.jpg,www/cover_759.png,Birhan Keskin
Y'ol,https://www.goodreads.com/author/show/4109778.Birhan_Keskin,77,860,4.14,4.0,"April 16, 2016","Apr 15, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278500742l/8548229._SX50_.jpg,www/cover_760.png,Birhan Keskin
Ba,https://www.goodreads.com/author/show/4109778.Birhan_Keskin,52,712,4.1,3.0,"April 16, 2016","Apr 15, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416807617l/8548253._SX50_.jpg,www/cover_761.png,Birhan Keskin
İsa'nın Güncesi,https://www.goodreads.com/author/show/1386106.Melih_Cevdet_Anday,222,245,4.25,4.0,"April 07, 2016","Apr 09, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523192183l/17898944._SY75_.jpg,www/cover_762.png,Melih Cevdet Anday
Savaş Sanatı,https://www.goodreads.com/author/show/1771.Sun_Tzu,61,571601,3.94,3.0,"April 06, 2016","Apr 07, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603010798l/25402780._SY75_.jpg,www/cover_763.png,Sun Tzu
Reklamı Atla,https://www.goodreads.com/author/show/5138028.Seray_ahiner,216,135,3.72,5.0,"April 04, 2016","Apr 05, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452181428l/28479463._SY75_.jpg,www/cover_764.png,Seray Şahiner
Misery,https://www.goodreads.com/author/show/3389.Stephen_King,370,849580,4.23,4.0,"March 20, 2016","Apr 02, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746142586l/10614._SY75_.jpg,www/cover_765.png,Stephen King
Jaguar - Güneş Altında,https://www.goodreads.com/author/show/155517.Italo_Calvino,96,4431,3.77,3.0,"March 18, 2016","Mar 18, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451934474l/28449347._SY75_.jpg,www/cover_766.png,Italo Calvino
Açlık,https://www.goodreads.com/author/show/18317.Knut_Hamsun,158,64950,4.04,4.0,"March 12, 2016","Mar 17, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550243817l/13449825._SX50_.jpg,www/cover_767.png,Knut Hamsun
25 Ağustos 1983 ve Diğer Öyküler,https://www.goodreads.com/author/show/500.Jorge_Luis_Borges,116,372,4.0,4.0,"March 12, 2016","Mar 11, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455025638l/29003369._SY75_.jpg,www/cover_768.png,Jorge Luis Borges
Bayan Ming’in Hiç Olmayan On Çocuğu,https://www.goodreads.com/author/show/2976._ric_Emmanuel_Schmitt,72,5338,3.8,4.0,"March 07, 2016","Mar 06, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468531506l/28427910._SY75_.jpg,www/cover_769.png,Éric-Emmanuel Schmitt
Seyrek Yağmur,https://www.goodreads.com/author/show/3351237.Bar_B_ak_,100,1790,3.56,3.0,"March 07, 2016","Mar 06, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451402039l/28209124._SY75_.jpg,www/cover_770.png,Barış Bıçakçı
Song of Solomon,https://www.goodreads.com/author/show/3534.Toni_Morrison,338,127579,4.16,3.0,"March 05, 2016","Feb 28, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283992l/11334._SY75_.jpg,www/cover_771.png,Toni Morrison
İmkânsızın Şarkısı,https://www.goodreads.com/author/show/3354.Haruki_Murakami,352,729714,3.99,3.0,"February 19, 2016","Feb 27, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360034035l/12645888._SX50_.jpg,www/cover_772.png,Haruki Murakami
Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://www.goodreads.com/author/show/1235.Jon_Krakauer,368,568513,4.26,4.0,"February 05, 2016","Feb 15, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631501298l/1898._SY75_.jpg,www/cover_773.png,Jon Krakauer
Ağaçların Özel Hayatı,https://www.goodreads.com/author/show/1267908.Alejandro_Zambra,91,11745,3.74,4.0,"February 04, 2016","Feb 04, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435663792l/25748797._SY75_.jpg,www/cover_774.png,Alejandro Zambra
Into the Wild,https://www.goodreads.com/author/show/1235.Jon_Krakauer,207,1192828,4.02,4.0,"January 29, 2016",Feb 2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634587789l/1845._SY75_.jpg,www/cover_775.png,Jon Krakauer
"Mızraklar, Mızraklar, Tüfekler, Tüfekler",https://www.goodreads.com/author/show/1285555.Jos_Saramago,130,1252,3.68,3.0,"February 03, 2016",Feb 2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454705914l/28522470._SY75_.jpg,www/cover_776.png,José Saramago
Sürgünler Çağı,https://www.goodreads.com/author/show/1049.Elie_Wiesel,284,288,3.6,3.0,"January 23, 2016","Jan 29, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461999576l/25823107._SY75_.jpg,www/cover_777.png,Elie Wiesel
Hanımların Dikkatine,https://www.goodreads.com/author/show/5138028.Seray_ahiner,218,445,4.0,3.0,"January 21, 2016","Jan 21, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334597569l/12389320._SY75_.jpg,www/cover_778.png,Seray Şahiner
Gelin Başı,https://www.goodreads.com/author/show/5138028.Seray_ahiner,112,465,4.02,4.0,"January 18, 2016","Jan 18, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432633373l/13410751._SY75_.jpg,www/cover_779.png,Seray Şahiner
Vahşetin Çağrısı,https://www.goodreads.com/author/show/1240.Jack_London,108,472668,3.92,4.0,"January 15, 2016","Jan 15, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575585909l/15871718._SY75_.jpg,www/cover_780.png,Jack London
Seksen Günde Devriâlem,https://www.goodreads.com/author/show/696805.Jules_Verne,296,282583,3.95,4.0,"January 08, 2016","Jan 07, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453627956l/24693341._SX50_.jpg,www/cover_781.png,Jules Verne
İpek ve Bakır,https://www.goodreads.com/author/show/1357048.Tomris_Uyar,96,262,3.66,3.0,"January 02, 2016","Jan 04, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265185164l/3189310._SY75_.jpg,www/cover_782.png,Tomris Uyar
